"audit_id","when","who","entity","participant_id","detail"
"A0003672",2024-05-15 13:38:12.54021,"staff045","form","P0075","Updated form F105223293: status set to 'complete', accuracy re-scored."
"A0003673",2024-06-15 05:50:07.815939,"staff036","form","P0086","Updated form F630745819: status set to 'complete', accuracy re-scored."
"A0003674",2024-06-10 11:23:12.401969,"staff040","timeseries","P0090","Time series correction applied: interpolated missing HR, removed 3 outliers."
"A0003675",2024-04-02 09:40:24.003804,"staff056","timeseries","P0070","Time series correction applied: interpolated missing HR, removed 1 outliers."
"A0003676",2024-03-30 11:51:41.898068,"staff015","timeseries","P0053","Time series correction applied: interpolated missing HR, removed 3 outliers."
"A0003677",2024-04-22 02:21:27.179446,"staff014","timeseries","P0012","Time series correction applied: interpolated missing HR, removed 1 outliers."
"A0003678",2024-04-01 13:42:14.083539,"staff021","timeseries","P0026","Time series correction applied: interpolated missing HR, removed 1 outliers."
"A0003679",2024-06-18 09:58:41.240419,"staff013","form","P0094","Updated form F129516157: status set to 'complete', accuracy re-scored."
"A0003680",2024-05-22 20:31:49.168589,"staff015","form","P0077","Updated form F632029179: status set to 'complete', accuracy re-scored."
"A0003681",2024-04-26 03:23:53.337682,"staff003","timeseries","P0027","Time series correction applied: interpolated missing HR, removed 3 outliers."
"A0003682",2024-03-17 11:31:12.875726,"staff010","timeseries","P0097","Time series correction applied: interpolated missing HR, removed 1 outliers."
"A0003683",2024-05-01 06:43:25.251825,"staff055","form","P0046","Updated form F325129718: status set to 'complete', accuracy re-scored."
"A0003684",2024-06-25 19:10:17.481101,"staff012","timeseries","P0034","Time series correction applied: interpolated missing HR, removed 5 outliers."
"A0003685",2024-03-23 03:11:32.056328,"staff007","form","P0044","Updated form F626334558: status set to 'complete', accuracy re-scored."
"A0003686",2024-05-11 04:39:33.749989,"staff039","form","P0090","Updated form F820480158: status set to 'complete', accuracy re-scored."
"A0003687",2024-05-03 05:56:04.204431,"staff001","timeseries","P0068","Time series correction applied: interpolated missing HR, removed 2 outliers."
"A0003688",2024-05-30 15:44:50.862304,"staff031","timeseries","P0014","Time series correction applied: interpolated missing HR, removed 3 outliers."
"A0003689",2024-04-01 04:56:26.32949,"staff060","timeseries","P0014","Time series correction applied: interpolated missing HR, removed 4 outliers."
"A0003690",2024-05-14 03:33:51.868172,"staff033","form","P0039","Updated form F808536120: status set to 'complete', accuracy re-scored."
"A0003691",2024-03-05 07:36:24.559894,"staff060","form","P0062","Updated form F648912653: status set to 'complete', accuracy re-scored."
"A0003692",2024-06-24 03:09:47.068605,"staff032","form","P0089","Updated form F462906802: status set to 'complete', accuracy re-scored."
"A0003693",2024-03-20 22:47:38.327526,"staff056","form","P0034","Updated form F197297181: status set to 'complete', accuracy re-scored."
"A0003694",2024-04-07 02:36:01.880797,"staff016","form","P0096","Updated form F616610606: status set to 'complete', accuracy re-scored."
"A0003695",2024-04-18 17:23:01.941032,"staff036","form","P0067","Updated form F110167101: status set to 'complete', accuracy re-scored."
"A0003696",2024-04-23 23:57:09.647005,"staff051","form","P0053","Updated form F763756474: status set to 'complete', accuracy re-scored."
"A0003697",2024-05-07 20:10:10.889572,"staff028","timeseries","P0019","Time series correction applied: interpolated missing HR, removed 5 outliers."
"A0003698",2024-05-06 11:17:09.576337,"PI","timeseries","P0089","Time series correction applied: interpolated missing HR, removed 1 outliers."
"A0003699",2024-06-11 21:52:25.599407,"staff060","form","P0100","Updated form F607919567: status set to 'complete', accuracy re-scored."
"A0003700",2024-04-21 05:49:36.867002,"staff042","form","P0060","Updated form F877948524: status set to 'complete', accuracy re-scored."
"A0003701",2024-05-01 21:15:47.121209,"staff019","form","P0029","Updated form F810113920: status set to 'complete', accuracy re-scored."
"A0003702",2024-05-03 15:11:37.025442,"staff001","form","P0097","Updated form F674178019: status set to 'complete', accuracy re-scored."
"A0003703",2024-04-23 23:00:38.288212,"staff056","timeseries","P0053","Time series correction applied: interpolated missing HR, removed 1 outliers."
"A0003704",2024-04-09 05:21:26.004961,"staff030","form","P0081","Updated form F298171174: status set to 'complete', accuracy re-scored."
"A0003705",2024-06-12 22:07:00.973939,"GradAnalyst1","timeseries","P0031","Time series correction applied: interpolated missing HR, removed 1 outliers."
"A0003706",2024-06-06 06:02:36.389308,"staff019","timeseries","P0089","Time series correction applied: interpolated missing HR, removed 1 outliers."
"A0003707",2024-06-28 02:20:41.294521,"staff030","form","P0084","Updated form F745638390: status set to 'complete', accuracy re-scored."
"A0003708",2024-04-21 23:42:06.227081,"staff044","form","P0070","Updated form F664967076: status set to 'complete', accuracy re-scored."
"A0003709",2024-04-25 22:57:18.998365,"PI","timeseries","P0003","Time series correction applied: interpolated missing HR, removed 3 outliers."
"A0003710",2024-04-27 13:50:16.059279,"staff009","form","P0074","Updated form F586114171: status set to 'complete', accuracy re-scored."
"A0003711",2024-06-14 17:07:28.645914,"staff035","form","P0086","Updated form F639782182: status set to 'complete', accuracy re-scored."
"A0003712",2024-05-01 21:07:49.332612,"staff016","form","P0097","Updated form F872863000: status set to 'complete', accuracy re-scored."
"A0003713",2024-05-22 10:21:14.330485,"staff031","timeseries","P0041","Time series correction applied: interpolated missing HR, removed 1 outliers."
"A0003714",2024-03-22 06:28:06.3415,"staff047","timeseries","P0023","Time series correction applied: interpolated missing HR, removed 4 outliers."
"A0003715",2024-04-26 09:42:38.928359,"staff021","timeseries","P0081","Time series correction applied: interpolated missing HR, removed 3 outliers."
"A0003716",2024-05-22 09:31:11.413761,"staff041","form","P0089","Updated form F130247218: status set to 'complete', accuracy re-scored."
"A0003717",2024-03-04 06:50:04.343551,"staff051","form","P0052","Updated form F397780803: status set to 'complete', accuracy re-scored."
"A0003718",2024-04-12 08:55:06.813151,"staff004","timeseries","P0048","Time series correction applied: interpolated missing HR, removed 2 outliers."
"A0003719",2024-03-21 00:54:20.195768,"staff020","form","P0075","Updated form F231838414: status set to 'complete', accuracy re-scored."
"A0003720",2024-05-10 10:23:12.549759,"staff035","form","P0018","Updated form F519225296: status set to 'complete', accuracy re-scored."
"A0003721",2024-04-04 16:53:29.182674,"staff021","timeseries","P0068","Time series correction applied: interpolated missing HR, removed 1 outliers."
"A0003722",2024-05-04 13:07:05.845367,"staff004","form","P0068","Updated form F609584228: status set to 'complete', accuracy re-scored."
"A0003723",2024-03-17 01:21:00.166651,"staff021","form","P0006","Updated form F430963452: status set to 'complete', accuracy re-scored."
"A0003724",2024-05-17 04:15:12.68658,"staff001","timeseries","P0022","Time series correction applied: interpolated missing HR, removed 3 outliers."
"A0003725",2024-03-15 18:34:40.748212,"staff020","form","P0086","Updated form F555601538: status set to 'complete', accuracy re-scored."
"A0003726",2024-05-19 07:32:21.449779,"staff049","form","P0045","Updated form F662271345: status set to 'complete', accuracy re-scored."
"A0003727",2024-04-10 19:42:43.696575,"staff034","form","P0006","Updated form F801049079: status set to 'complete', accuracy re-scored."
"A0003728",2024-05-14 02:31:19.116046,"staff006","form","P0008","Updated form F473361763: status set to 'complete', accuracy re-scored."
"A0003729",2024-06-08 13:44:22.538928,"staff020","form","P0063","Updated form F805380067: status set to 'complete', accuracy re-scored."
"A0003730",2024-06-04 22:40:47.669202,"staff028","form","P0097","Updated form F881261860: status set to 'complete', accuracy re-scored."
"A0003731",2024-03-22 11:46:08.174028,"staff005","timeseries","P0024","Time series correction applied: interpolated missing HR, removed 1 outliers."
"A0003732",2024-04-01 20:53:55.816312,"staff002","timeseries","P0032","Time series correction applied: interpolated missing HR, removed 3 outliers."
"A0003733",2024-05-05 16:27:44.596885,"staff057","form","P0022","Updated form F849028211: status set to 'complete', accuracy re-scored."
"A0003734",2024-04-10 07:07:48.618178,"staff010","form","P0008","Updated form F547523251: status set to 'complete', accuracy re-scored."
"A0003735",2024-04-20 09:21:45.199009,"staff053","form","P0059","Updated form F752340268: status set to 'complete', accuracy re-scored."
"A0003736",2024-05-19 07:40:27.192467,"staff057","timeseries","P0040","Time series correction applied: interpolated missing HR, removed 2 outliers."
"A0003737",2024-06-03 09:05:01.166153,"staff036","timeseries","P0034","Time series correction applied: interpolated missing HR, removed 4 outliers."
"A0003738",2024-03-22 00:17:38.430684,"staff014","form","P0084","Updated form F591147879: status set to 'complete', accuracy re-scored."
"A0003739",2024-05-01 21:09:04.581449,"staff001","timeseries","P0066","Time series correction applied: interpolated missing HR, removed 3 outliers."
"A0003740",2024-06-14 14:02:52.582877,"staff026","form","P0028","Updated form F858310976: status set to 'complete', accuracy re-scored."
"A0003741",2024-04-22 00:41:42.994645,"staff055","timeseries","P0021","Time series correction applied: interpolated missing HR, removed 4 outliers."
"A0003742",2024-04-20 02:11:26.384314,"staff030","form","P0022","Updated form F872761183: status set to 'complete', accuracy re-scored."
"A0003743",2024-04-03 14:05:37.544203,"PI","timeseries","P0032","Time series correction applied: interpolated missing HR, removed 3 outliers."
"A0003744",2024-04-26 05:48:36.2067,"staff017","form","P0060","Updated form F733897120: status set to 'complete', accuracy re-scored."
"A0003745",2024-06-06 16:40:33.463526,"staff043","form","P0020","Updated form F680989735: status set to 'complete', accuracy re-scored."
"A0003746",2024-03-23 13:57:33.171372,"staff014","timeseries","P0016","Time series correction applied: interpolated missing HR, removed 2 outliers."
"A0003747",2024-06-13 18:25:38.89237,"staff048","form","P0005","Updated form F879797834: status set to 'complete', accuracy re-scored."
"A0003748",2024-06-11 09:57:47.130715,"staff058","form","P0071","Updated form F724499380: status set to 'complete', accuracy re-scored."
"A0003749",2024-04-30 23:20:13.569868,"staff002","timeseries","P0058","Time series correction applied: interpolated missing HR, removed 3 outliers."
"A0003750",2024-05-18 07:11:13.862529,"staff050","form","P0086","Updated form F382761244: status set to 'complete', accuracy re-scored."
"A0003751",2024-06-28 23:27:39.740371,"staff042","timeseries","P0039","Time series correction applied: interpolated missing HR, removed 2 outliers."
"A0003752",2024-05-16 21:54:45.773581,"staff003","form","P0007","Updated form F888327943: status set to 'complete', accuracy re-scored."
"A0003753",2024-04-29 21:33:39.432271,"staff028","timeseries","P0091","Time series correction applied: interpolated missing HR, removed 1 outliers."
"A0003754",2024-04-07 19:57:24.091076,"staff016","form","P0008","Updated form F377918610: status set to 'complete', accuracy re-scored."
"A0003755",2024-06-28 20:01:15.838923,"staff010","form","P0091","Updated form F672336935: status set to 'complete', accuracy re-scored."
"A0003756",2024-03-28 21:31:05.809125,"staff032","form","P0054","Updated form F289368137: status set to 'complete', accuracy re-scored."
"A0003757",2024-04-23 15:38:12.870337,"staff030","timeseries","P0065","Time series correction applied: interpolated missing HR, removed 1 outliers."
"A0003758",2024-04-01 20:01:17.820164,"staff038","form","P0091","Updated form F311230954: status set to 'complete', accuracy re-scored."
"A0003759",2024-03-07 23:24:03.671483,"staff006","timeseries","P0083","Time series correction applied: interpolated missing HR, removed 5 outliers."
"A0003760",2024-06-23 17:52:10.269992,"staff029","form","P0085","Updated form F444545632: status set to 'complete', accuracy re-scored."
"A0003761",2024-03-10 07:05:00.747353,"staff013","form","P0067","Updated form F671723366: status set to 'complete', accuracy re-scored."
"A0003762",2024-04-25 23:19:24.746153,"staff024","timeseries","P0059","Time series correction applied: interpolated missing HR, removed 2 outliers."
